Artist,Average_Rating,Genre
liam finn,7.6,rock
light asylum,7.6,rock
loney dear,7.6,rock
loren mazzacane-connors,7.6,rock
love of diagrams,7.6,rock
luna,7.6,rock
malajube,7.6,rock
mannequin pussy,7.6,rock
mark fosson,7.6,rock
"mark mcguire, trouble books",7.6,rock
medicine,7.6,rock
mice parade,7.6,rock
michael hurley,7.6,rock
mind spiders,7.6,rock
moonface,7.6,rock
morgan delt,7.6,rock
"neil young, crazy horse",7.6,rock
new bloods,7.6,rock
parenthetical girls,7.6,rock
paul weller,7.6,rock
pearl jam,7.6,rock
robyn hitchcock & the venus 3,7.6,rock
roman candle,7.6,rock
rose elinor dougall,7.6,rock
sondre lerche,7.6,rock
sonny and the sunsets,7.6,rock
ssion,7.6,rock
swan island,7.6,rock
the aquarium,7.6,rock
the black keys,7.6,rock
the brother kite,7.6,rock
the chap,7.6,rock
the dodos,7.6,rock
the helio sequence,7.6,rock
the jim yoshii pile-up,7.6,rock
the juan maclean,7.6,rock
the julie ruin,7.6,rock
the kitchen cinq,7.6,rock
the longcut,7.6,rock
the magic numbers,7.6,rock
the occasion,7.6,rock
the polyphonic spree,7.6,rock
the posies,7.6,rock
the rumble strips,7.6,rock
the society of rockets,7.6,rock
tom vek,7.6,rock
twerps,7.6,rock
unsane,7.6,rock
vaz,7.6,rock
vetiver,7.6,rock
wasteland,7.6,rock
wax idols,7.6,rock
weird dreams,7.6,rock
wetnurse,7.6,rock
worriedaboutsatan,7.6,rock
yeasayer,7.6,rock
damien jurado,7.58,rock
laura veirs,7.58,rock
the capitol years,7.58,rock
arrange,7.57,rock
beach slang,7.57,rock
depeche mode,7.57,rock
dope body,7.57,rock
eternal summers,7.57,rock
foreign born,7.57,rock
r. stevie moore,7.57,rock
sinad o'connor,7.57,rock
swervedriver,7.57,rock
tilly and the wall,7.57,rock
we versus the shark,7.57,rock
alex g,7.55,rock
arbouretum,7.55,rock
bambi molesters,7.55,rock
body/head,7.55,rock
chastity belt,7.55,rock
cheveu,7.55,rock
iggy pop,7.55,rock
inventions,7.55,rock
jason isbell,7.55,rock
john lennon,7.55,rock
ladytron,7.55,rock
leyland kirby,7.55,rock
magnolia electric co.,7.55,rock
malachai,7.55,rock
merchandise,7.55,rock
my brightest diamond,7.55,rock
nisennenmondai,7.55,rock
planningtorock,7.55,rock
polia,7.55,rock
rahim,7.55,rock
rockfour,7.55,rock
shapes and sizes,7.55,rock
sky ferreira,7.55,rock
slow club,7.55,rock
the deadly syndrome,7.55,rock
the detroit cobras,7.55,rock
the fucking champs,7.55,rock
the mooney suzuki,7.55,rock
the starvations,7.55,rock
wheat,7.55,rock
ahleuchatistas,7.54,rock
beck,7.54,rock
kingsbury manx,7.54,rock
landing,7.54,rock
oneida,7.54,rock
yeah yeah yeahs,7.54,rock
au revoir simone,7.53,rock
ava luna,7.53,rock
cold cave,7.53,rock
kyle bobby dunn,7.53,rock
laurel halo,7.53,rock
mercury program,7.53,rock
mount moriah,7.53,rock
the bats,7.53,rock
the dead weather,7.53,rock
the hives,7.53,rock
the robot ate me,7.53,rock
the fresh & onlys,7.52,rock
my morning jacket,7.51,rock
!!!,7.5,rock
31knots,7.5,rock
aimee mann,7.5,rock
alice bag,7.5,rock
amateur best,7.5,rock
animals,7.5,rock
anna ternheim,7.5,rock
arctic monkeys,7.5,rock
arthur,7.5,rock
asa-chang & junray,7.5,rock
ashley monroe,7.5,rock
bauhaus,7.5,rock
bearsuit,7.5,rock
ben + vesper,7.5,rock
beth orton,7.5,rock
big troubles,7.5,rock
blonde redhead,7.5,rock
boat,7.5,rock
bob weir,7.5,rock
bobby birdman,7.5,rock
brakes,7.5,rock
brando,7.5,rock
"brian chippendale, greg saunier",7.5,rock
broken water,7.5,rock
chalk circle,7.5,rock
chris cohen,7.5,rock
christmas decorations,7.5,rock
cian nugent,7.5,rock
cibelle,7.5,rock
cinemechanica,7.5,rock
clouds,7.5,rock
cult leader,7.5,rock
datarock,7.5,rock
dave cloud & the gospel of power,7.5,rock
dead combo,7.5,rock
debbie harry,7.5,rock
directing hand,7.5,rock
don lennon,7.5,rock
drowsy,7.5,rock
drummer,7.5,rock
edwyn collins,7.5,rock
egg,7.5,rock
"elvis costello, the imposters",7.5,rock
eskimeaux,7.5,rock
esmerine,7.5,rock
family band,7.5,rock
fatal flying guilloteens,7.5,rock
field music,7.5,rock
final fantasy,7.5,rock
ford & lopatin,7.5,rock
fountains of wayne,7.5,rock
fuck,7.5,rock
girl band,7.5,rock
great lake swimmers,7.5,rock
hinds,7.5,rock
holly golightly,7.5,rock
horse feathers,7.5,rock
i heart lung,7.5,rock
icky boyfriends,7.5,rock
ida maria,7.5,rock
interference,7.5,rock
j. tillman,7.5,rock
jack oblivian,7.5,rock
jason molina,7.5,rock
jos gonzlez,7.5,rock
junip,7.5,rock
kassin + 2,7.5,rock
kevin dunn,7.5,rock
kimya dawson,7.5,rock
king khan and the shrines,7.5,rock
korallreven,7.5,rock
land of talk,7.5,rock
laura cantrell,7.5,rock
lawrence english,7.5,rock
library tapes,7.5,rock
lightships,7.5,rock
linda thompson,7.5,rock
lullabye arkestra,7.5,rock
mac mccaughan,7.5,rock
makthaverskan,7.5,rock
marah,7.5,rock
marina and the diamonds,7.5,rock
mark sultan,7.5,rock
marmoset,7.5,rock
matt suggs,7.5,rock
mike doughty,7.5,rock
miles benjamin anthony robinson,7.5,rock
mirel wagner,7.5,rock
mister heavenly,7.5,rock
modey lemon,7.5,rock
mourn,7.5,rock
mr. dream,7.5,rock
nap eyes,7.5,rock
nicolai dunger,7.5,rock
octet,7.5,rock
operators,7.5,rock
patterson hood,7.5,rock
pernice brothers,7.5,rock
peter murphy,7.5,rock
polara,7.5,rock
priestbird,7.5,rock
pwr bttm,7.5,rock
ra ra riot,7.5,rock
race horses,7.5,rock
regina spektor,7.5,rock
richard swift,7.5,rock
royal baths,7.5,rock
sam beam & jesca hoop,7.5,rock
"savages, bo ningen",7.5,rock
she & him,7.5,rock
shy child,7.5,rock
sleepy sun,7.5,rock
smoke and smoke,7.5,rock
smokey,7.5,rock
snooty garbagemen,7.5,rock
sonny smith,7.5,rock
spielerfrau,7.5,rock
starlight mints,7.5,rock
tadpoles,7.5,rock
tamaryn,7.5,rock
the cardigans,7.5,rock
the d,7.5,rock
the endtables,7.5,rock
the faces,7.5,rock
the ladybug transistor,7.5,rock
the m's,7.5,rock
the manhattan love suicides,7.5,rock
the mantles,7.5,rock
the muffs,7.5,rock
the parting gifts,7.5,rock
the poison control center,7.5,rock
the pop group,7.5,rock
the race,7.5,rock
the sandwitches,7.5,rock
the silence,7.5,rock
the sonics,7.5,rock
theesatisfaction,7.5,rock
tulsa,7.5,rock
united state of electronica,7.5,rock
unknown mortal orchestra,7.5,rock
vietnam,7.5,rock
violent femmes,7.5,rock
whirr,7.5,rock
white hills,7.5,rock
william shatner,7.5,rock
wolfmother,7.5,rock
young guv,7.5,rock
zoot woman,7.5,rock
a hawk and a hacksaw,7.48,rock
moon duo,7.48,rock
pan american,7.48,rock
piano magic,7.48,rock
the caribbean,7.48,rock
wye oak,7.48,rock
carissa's wierd,7.47,rock
clem snide,7.47,rock
klaxons,7.47,rock
mark lanegan,7.47,rock
maserati,7.47,rock
pink mountaintops,7.47,rock
vondelpark,7.47,rock
50footwave,7.45,rock
a weather,7.45,rock
active child,7.45,rock
against me!,7.45,rock
bardo pond,7.45,rock
bryan ferry,7.45,rock
charlie louvin,7.45,rock
emma pollock,7.45,rock
first aid kit,7.45,rock
frida hyvnen,7.45,rock
gnarls barkley,7.45,rock
here we go magic,7.45,rock
home blitz,7.45,rock
hospitality,7.45,rock
i love you but i've chosen darkness,7.45,rock
imperial teen,7.45,rock
lansing-dreiden,7.45,rock
mas ysa,7.45,rock
mates of state,7.45,rock
modern baseball,7.45,rock
mus,7.45,rock
norfolk & western,7.45,rock
paik,7.45,rock
people of the north,7.45,rock
pop. 1280,7.45,rock
rilo kiley,7.45,rock
shopping,7.45,rock
six by seven,7.45,rock
the mendoza line,7.45,rock
the places,7.45,rock
the spinto band,7.45,rock
purling hiss,7.44,rock
lou barlow,7.43,rock
micah p. hinson,7.43,rock
retribution gospel choir,7.43,rock
the good life,7.43,rock
the minus 5,7.43,rock
the rosebuds,7.43,rock
white fence,7.43,rock
aceyalone,7.4,rock
adam green,7.4,rock
adult jazz,7.4,rock
advance base,7.4,rock
aix em klemm,7.4,rock
alex winston,7.4,rock
alva noto,7.4,rock
amanda palmer,7.4,rock
anika,7.4,rock
annuals,7.4,rock
apse,7.4,rock
army navy,7.4,rock
arthur & yu,7.4,rock
beachwood sparks,7.4,rock
benny hester,7.4,rock
bilal,7.4,rock
billy bragg,7.4,rock
blood red shoes,7.4,rock
brian mcbride,7.4,rock
brown recluse,7.4,rock
candy bars,7.4,rock
cerys matthews,7.4,rock
cold pumas,7.4,rock
conor oberst,7.4,rock
currituck co.,7.4,rock
dark dark dark,7.4,rock
darren hanlon,7.4,rock
destruction unit,7.4,rock
dianogah,7.4,rock
doe paoro,7.4,rock
du blonde,7.4,rock
eagulls,7.4,rock
ed askew,7.4,rock
eight bells,7.4,rock
emika,7.4,rock
emily haines & the soft skeleton,7.4,rock
emma ruth rundle,7.4,rock
eric bachmann,7.4,rock
ethan rose,7.4,rock
evergreen,7.4,rock
everything everything,7.4,rock
faith healer,7.4,rock
fire engines,7.4,rock
flotation toy warning,7.4,rock
frankie rose and the outs,7.4,rock
georgie james,7.4,rock
gggs,7.4,rock
gustav,7.4,rock
halifax pier,7.4,rock
hamilton leithauser,7.4,rock
hell on wheels,7.4,rock
"henry flynt, the insurrections",7.4,rock
holly miranda,7.4,rock
hudson bell,7.4,rock
james,7.4,rock
jan dukes de grey,7.4,rock
jane,7.4,rock
jessica bailiff,7.4,rock
"john chantler, tujiko noriko, lawrence english",7.4,rock
jolie holland,7.4,rock
k.c. accidental,7.4,rock
look mexico,7.4,rock
lost sounds,7.4,rock
manishevitz,7.4,rock
maps & atlases,7.4,rock
matt & kim,7.4,rock
metallic falcons,7.4,rock
midwest product,7.4,rock
mike krol,7.4,rock
milky wimpshake,7.4,rock
mozarts sister,7.4,rock
nellie mckay,7.4,rock
nick cave and warren ellis,7.4,rock
oh no! oh my!,7.4,rock
old 97's,7.4,rock
oranger,7.4,rock
other lives,7.4,rock
outrageous cherry,7.4,rock
p:ano,7.4,rock
palomar,7.4,rock
pants yell!,7.4,rock
parlour,7.4,rock
paul brill,7.4,rock
paul schneider,7.4,rock
pedestrian,7.4,rock
pile,7.4,rock
port o'brien,7.4,rock
rafter,7.4,rock
raising the fawn,7.4,rock
"roky erickson, okkervil river",7.4,rock
ryoji ikeda,7.4,rock
san fermin,7.4,rock
sarah dougher,7.4,rock
savoy motel,7.4,rock
scout niblett,7.4,rock
sea lions,7.4,rock
seana carmody,7.4,rock
secret cities,7.4,rock
sera cahoone,7.4,rock
shannon and the clams,7.4,rock
shonen knife,7.4,rock
shoplifting,7.4,rock
shout out louds,7.4,rock
shrag,7.4,rock
simian,7.4,rock
sing-sing,7.4,rock
single mothers,7.4,rock
slumber party,7.4,rock
speculator,7.4,rock
stellastarr*,7.4,rock
swearing at motorists,7.4,rock
t.k. webb & the visions,7.4,rock
tacocat,7.4,rock
team ghost,7.4,rock
the baseball project,7.4,rock
the duke spirit,7.4,rock
"the flaming lips, neon indian",7.4,rock
the life and times,7.4,rock
the long winters,7.4,rock
the memories,7.4,rock
the old haunts,7.4,rock
the sidekicks,7.4,rock
the snails,7.4,rock
the softies,7.4,rock
the strugglers,7.4,rock
tim buckley,7.4,rock
title fight,7.4,rock
trash kit,7.4,rock
tristeza,7.4,rock
trust,7.4,rock
ultimate painting,7.4,rock
uniform,7.4,rock
vessels,7.4,rock
warehouse,7.4,rock
whatever brains,7.4,rock
widowspeak,7.4,rock
wolf alice,7.4,rock
you blew it!,7.4,rock
yuppies,7.4,rock
bob mould,7.38,rock
brendan benson,7.38,rock
cornershop,7.38,rock
damon & naomi,7.38,rock
radian,7.38,rock
stephin merritt,7.38,rock
hammock,7.37,rock
lucero,7.37,rock
maritime,7.37,rock
pinkish black,7.37,rock
aberdeen,7.35,rock
apostle of hustle,7.35,rock
ben folds five,7.35,rock
bombay bicycle club,7.35,rock
brad laner,7.35,rock
everything but the girl,7.35,rock
hurricane lamps,7.35,rock
l'altra,7.35,rock
lavender diamond,7.35,rock
mike johnson,7.35,rock
neon neon,7.35,rock
nightlands,7.35,rock
pajo,7.35,rock
the avett brothers,7.35,rock
the narrator,7.35,rock
the raconteurs,7.35,rock
the veils,7.35,rock
we are wolves,7.35,rock
white hinterland,7.35,rock
boston spaceships,7.33,rock
camper van beethoven,7.33,rock
jason collett,7.33,rock
kinski,7.33,rock
mark kozelek,7.33,rock
paul westerberg,7.33,rock
the coathangers,7.33,rock
the intelligence,7.33,rock
white denim,7.32,rock
120 days,7.3,rock
a.a. bondy,7.3,rock
albert hammond jr.,7.3,rock
all girl summer fun band,7.3,rock
ancient warfare,7.3,rock
avey tares slasher flicks,7.3,rock
beak>,7.3,rock
big ups,7.3,rock
bloodkin,7.3,rock
champagne kiss,7.3,rock
charlemagne palestine,7.3,rock
chocolate genius,7.3,rock
colleen green,7.3,rock
digital leather,7.3,rock
"dm-funk, steve arrington",7.3,rock
doug martsch,7.3,rock
eagles of death metal,7.3,rock
elvis depressedly,7.3,rock
family portrait,7.3,rock
fischerspooner,7.3,rock
florist,7.3,rock
franz nicolay,7.3,rock
fungi girls,7.3,rock
fuzz,7.3,rock
gary war,7.3,rock
gentleman reg,7.3,rock
get him eat him,7.3,rock
ghost of monkshood,7.3,rock
girls names,7.3,rock
glen hansard,7.3,rock
gospel music,7.3,rock
hard-fi,7.3,rock
harlem shakes,7.3,rock
home,7.3,rock
hooded fang,7.3,rock
horns of happiness,7.3,rock
household,7.3,rock
icy demons,7.3,rock
"ikue mori, julianna barwick",7.3,rock
institute,7.3,rock
jack nitzsche,7.3,rock
jason anderson,7.3,rock
javelin,7.3,rock
jennylee,7.3,rock
jim jarmusch,7.3,rock
jimmy eat world,7.3,rock
joanna gruesome,7.3,rock
ladyhawk,7.3,rock
larval,7.3,rock
le loup,7.3,rock
liam hayes,7.3,rock
lvl up,7.3,rock
madrugada,7.3,rock
martha,7.3,rock
matt elliott,7.3,rock
matthew sweet,7.3,rock
memoryhouse,7.3,rock
metric,7.3,rock
michael nau,7.3,rock
michael rault,7.3,rock
michael stasis,7.3,rock
mick harvey,7.3,rock
minus story,7.3,rock
mittens on strings,7.3,rock
monotract,7.3,rock
mountaineers,7.3,rock
nagisa ni te,7.3,rock
naked on the vague,7.3,rock
national eye,7.3,rock
"neil young, international harvesters",7.3,rock
nikki sudden,7.3,rock
omar rodriguez-lpez,7.3,rock
pale young gentlemen,7.3,rock
peals,7.3,rock
phantom planet,7.3,rock
"philip jeck, main, oval, henri pousseur",7.3,rock
photon band,7.3,rock
pianos become the teeth,7.3,rock
pond,7.3,rock
porcelain raft,7.3,rock
priests,7.3,rock
psychedelic horseshit,7.3,rock
puerto muerto,7.3,rock
quilt,7.3,rock
rebecca gates,7.3,rock
regina,7.3,rock
ron sexsmith,7.3,rock
rosie thomas,7.3,rock
roy ayers,7.3,rock
school of language,7.3,rock
shana cleveland & the sandcastles,7.3,rock
siouxsie sioux,7.3,rock
skeleton key,7.3,rock
so so glos,7.3,rock
sorority noise,7.3,rock
southern shores,7.3,rock
swords,7.3,rock
tahiti 80,7.3,rock
tender trap,7.3,rock
the cairo gang,7.3,rock
the dears,7.3,rock
the foxymorons,7.3,rock
the frames,7.3,rock
the gourds,7.3,rock
"the knife, planningtorock, mt. sims",7.3,rock
the love language,7.3,rock
the low lows,7.3,rock
the magic band,7.3,rock
the mary timony band,7.3,rock
the phantom band,7.3,rock
the planet the,7.3,rock
the present,7.3,rock
the red thread,7.3,rock
the silent years,7.3,rock
tift merritt,7.3,rock
totally enormous extinct dinosaurs,7.3,rock
true widow,7.3,rock
turing machine,7.3,rock
tweedy,7.3,rock
ugly casanova,7.3,rock
uranium club,7.3,rock
weird war,7.3,rock
young knives,7.3,rock
the amazing,7.28,rock
noveller,7.27,rock
s. carey,7.27,rock
sbastien tellier,7.27,rock
wymond miles,7.27,rock
austra,7.25,rock
azure ray,7.25,rock
black lipstick,7.25,rock
de novo dahl,7.25,rock
fruit bats,7.25,rock
graham coxon,7.25,rock
guitar wolf,7.25,rock
mark stewart,7.25,rock
nico muhly,7.25,rock
rivers cuomo,7.25,rock
villagers,7.25,rock
wooden shjips,7.25,rock
am/fm,7.23,rock
tegan and sara,7.23,rock
the sadies,7.23,rock
they might be giants,7.23,rock
tram,7.23,rock
twin atlas,7.23,rock
about group,7.2,rock
adorable,7.2,rock
apache dropout,7.2,rock
ash,7.2,rock
"atticus ross, leopold ross, bobby krlic",7.2,rock
benjy ferree,7.2,rock
black pus,7.2,rock
blouse,7.2,rock
bride of no no,7.2,rock
bright,7.2,rock
broken bells,7.2,rock
buzzcocks,7.2,rock
chariots,7.2,rock
chris schlarb,7.2,rock
climax golden twins,7.2,rock
cowboy junkies,7.2,rock
cranes,7.2,rock
crowded house,7.2,rock
cut off your hands,7.2,rock
"d'eon, grimes",7.2,rock
denali,7.2,rock
detachment kit,7.2,rock
devin davis,7.2,rock
ducktails,7.2,rock
"early day miners, unwed sailor",7.2,rock
eef barzelay,7.2,rock
emmylou harris,7.2,rock
endless bummer,7.2,rock
engineers,7.2,rock
ethan gold,7.2,rock
eula,7.2,rock
failing lights,7.2,rock
faunts,7.2,rock
fergus & geronimo,7.2,rock
flight of the conchords,7.2,rock
forest fire,7.2,rock
good shoes,7.2,rock
graveyard,7.2,rock
heavy trash,7.2,rock
heavy winged,7.2,rock
herschell gordon lewis,7.2,rock
herzog,7.2,rock
hunx,7.2,rock
i break horses,7.2,rock
icebird,7.2,rock
indian jewelry,7.2,rock
japanther,7.2,rock
jenny lewis,7.2,rock
jim noir,7.2,rock
john chantler,7.2,rock
"jon langford, the sadies",7.2,rock
kid dakota,7.2,rock
kind of like spitting,7.2,rock
kinky,7.2,rock
koufax,7.2,rock
la sera,7.2,rock
lackthereof,7.2,rock
little grizzly,7.2,rock
little joy,7.2,rock
lords,7.2,rock
los straitjackets,7.2,rock
"major lazer, la roux",7.2,rock
mark van hoen,7.2,rock
master musicians of bukkake,7.2,rock
math and physics club,7.2,rock
meneguar,7.2,rock
mewithoutyou,7.2,rock
midnight movies,7.2,rock
milk maid,7.2,rock
miracle fortress,7.2,rock
moco,7.2,rock
mojave 3,7.2,rock
nurses,7.2,rock
"okkyung lee, c. spencer yeh, lasse marhaug",7.2,rock
ooooo,7.2,rock
owen,7.2,rock
pillow,7.2,rock
pterodactyl,7.2,rock
radical dads,7.2,rock
redhooker,7.2,rock
richard a. ingram,7.2,rock
rob crow,7.2,rock
robedoor,7.2,rock
rumah sakit,7.2,rock
saloon,7.2,rock
sean nicholas savage,7.2,rock
secret machines,7.2,rock
self defense family,7.2,rock
shit and shine,7.2,rock
sister vanilla,7.2,rock
snowden,7.2,rock
south,7.2,rock
southeast engine,7.2,rock
suarasama,7.2,rock
summer cannibals,7.2,rock
takka takka,7.2,rock
tal national,7.2,rock
teen daze,7.2,rock
th' legendary shack-shakers,7.2,rock
the black angels,7.2,rock
the gris gris,7.2,rock
the joy formidable,7.2,rock
the ladies,7.2,rock
the mabuses,7.2,rock
the neptunes,7.2,rock
the sight below,7.2,rock
the spook school,7.2,rock
the wooden birds,7.2,rock
these are powers,7.2,rock
tropical trash,7.2,rock
trouble books,7.2,rock
uzeda,7.2,rock
vcr,7.2,rock
viv albertine,7.2,rock
waco brothers,7.2,rock
warm ghost,7.2,rock
warpaint,7.2,rock
wet hair,7.2,rock
wzt hearts,7.2,rock
xela,7.2,rock
xxl,7.2,rock
yahowha 13,7.2,rock
yellowfever,7.2,rock
zex,7.2,rock
zombi,7.2,rock
robert pollard,7.18,rock
gravenhurst,7.17,rock
the raveonettes,7.17,rock
eternal tapestry,7.15,rock
i am the world trade center,7.15,rock
ian brown,7.15,rock
jeff the brotherhood,7.15,rock
mindflayer,7.15,rock
owls,7.15,rock
the cribs,7.15,rock
twin peaks,7.15,rock
you say party,7.15,rock
wand,7.13,rock
absentee,7.1,rock
alexis taylor,7.1,rock
alias,7.1,rock
american wrestlers,7.1,rock
ataxia,7.1,rock
aterciopelados,7.1,rock
avarus,7.1,rock
baby teeth,7.1,rock
bear hands,7.1,rock
blue hawaii,7.1,rock
bottom of the hudson,7.1,rock
brave irene,7.1,rock
cassie ramone,7.1,rock
charlemagne,7.1,rock
chris forsyth,7.1,rock
colin meloy,7.1,rock
connan mockasin,7.1,rock
dave derby,7.1,rock
dead gaze,7.1,rock
dead man's bones,7.1,rock
deastro,7.1,rock
death,7.1,rock
denison witmer,7.1,rock
disappears,7.1,rock
drug rug,7.1,rock
dyke drama,7.1,rock
farao,7.1,rock
ffs,7.1,rock
gangrene,7.1,rock
gem club,7.1,rock
get back guinozzi!,7.1,rock
grooms,7.1,rock
hello seahorse!,7.1,rock
hepcat,7.1,rock
howlin rain,7.1,rock
ikara colt,7.1,rock
jack name,7.1,rock
"jack white, alison krauss",7.1,rock
jay bennett,7.1,rock
jill scott,7.1,rock
k-holes,7.1,rock
king creosote,7.1,rock
kings of leon,7.1,rock
la luz,7.1,rock
leyland kirby presents v/vm,7.1,rock
linfinity,7.1,rock
mannequin men,7.1,rock
mary timony,7.1,rock
meat beat manifesto,7.1,rock
menace beach,7.1,rock
metal mountains,7.1,rock
minks,7.1,rock
monade,7.1,rock
"moonface, siinai",7.1,rock
mothers,7.1,rock
negative scanner,7.1,rock
neil halstead,7.1,rock
nite jewel,7.1,rock
onelinedrawing,7.1,rock
orange can,7.1,rock
parker paul,7.1,rock
patrick phelan,7.1,rock
peter buck,7.1,rock
quasi,7.1,rock
red hot chili peppers,7.1,rock
shimmering stars,7.1,rock
small black,7.1,rock
smoosh,7.1,rock
sol seppy,7.1,rock
sparrow,7.1,rock
standard fare,7.1,rock
suuns,7.1,rock
teengirl fantasy,7.1,rock
tenement,7.1,rock
the boggs,7.1,rock
the graves,7.1,rock
the organ,7.1,rock
the soft pack,7.1,rock
the standard,7.1,rock
the strange boys,7.1,rock
the whitest boy alive,7.1,rock
tigers jaw,7.1,rock
tropic of cancer,7.1,rock
tsurubami,7.1,rock
turzi,7.1,rock
"twig harper, daniel higgs",7.1,rock
venice is sinking,7.1,rock
warhammer 48k,7.1,rock
you am i,7.1,rock
cobra verde,7.05,rock
euphone,7.05,rock
holy ghost!,7.05,rock
into it. over it.,7.05,rock
jeremy enigk,7.05,rock
little wings,7.05,rock
lost in the trees,7.05,rock
the king khan & bbq show,7.05,rock
mono,7.03,rock
7 year bitch,7.0,rock
"acid mothers temple, the melting paraiso u.f.o.",7.0,rock
aether,7.0,rock
airhead,7.0,rock
alan sparhawk,7.0,rock
all the saints,7.0,rock
amiina,7.0,rock
anatomy of habit,7.0,rock
aroah,7.0,rock
barbara manning,7.0,rock
basia bulat,7.0,rock
bent shapes,7.0,rock
bevel,7.0,rock
"bitter, bitter weeks",7.0,rock
black rebel motorcycle club,7.0,rock
blood meridian,7.0,rock
blueline medic,7.0,rock
blues control,7.0,rock
bobby bare jr.,7.0,rock
brett anderson,7.0,rock
broken spindles,7.0,rock
brothers and sisters,7.0,rock
"bryce dessner, aaron dessner",7.0,rock
caitlin cary,7.0,rock
caveman,7.0,rock
cellars,7.0,rock
chad valley,7.0,rock
charmparticles,7.0,rock
chris smith,7.0,rock
coldplay,7.0,rock
creeper lagoon,7.0,rock
cryptacize,7.0,rock
daniel higgs,7.0,rock
david dondero,7.0,rock
david vandervelde,7.0,rock
death index,7.0,rock
del the funky homosapien,7.0,rock
dirty pretty things,7.0,rock
dit,7.0,rock
dragons of zynth,7.0,rock
"elvis perkins in dearland, elvis perkins",7.0,rock
estelle,7.0,rock
"eternal tapestry, sun araw",7.0,rock
ex-boyfriends,7.0,rock
ex-cult,7.0,rock
fancey,7.0,rock
fidlar,7.0,rock
firewater,7.0,rock
flock of dimes,7.0,rock
foo fighters,7.0,rock
fourth of july,7.0,rock
friendly foes,7.0,rock
from indian lakes,7.0,rock
gang colours,7.0,rock
garbage,7.0,rock
"green velvet, pajo",7.0,rock
greg dulli,7.0,rock
guster,7.0,rock
hagerty-toth band,7.0,rock
hail social,7.0,rock
half-handed cloud,7.0,rock
hallelujah the hills,7.0,rock
headphones,7.0,rock
human television,7.0,rock
james lavino,7.0,rock
jars of clay,7.0,rock
jemina pearl,7.0,rock
jon brion,7.0,rock
josh rouse,7.0,rock
julian koster,7.0,rock
julien baker,7.0,rock
ketamines,7.0,rock
kiran leonard,7.0,rock
kisses,7.0,rock
la roux,7.0,rock
lafur arnalds,7.0,rock
laura stevenson,7.0,rock
lukestar,7.0,rock
martin courtney,7.0,rock
mason jennings,7.0,rock
"metal fingers, doom",7.0,rock
metalux,7.0,rock
"mushroom, gary floyd",7.0,rock
nad navillus,7.0,rock
neva dinova,7.0,rock
new radiant storm king,7.0,rock
nouvelle vague,7.0,rock
now it's overhead,7.0,rock
nurse & soldier,7.0,rock
octoberman,7.0,rock
palma violets,7.0,rock
paul burch,7.0,rock
pedal steel transmission,7.0,rock
petra haden,7.0,rock
pharaoh overlord,7.0,rock
pika,7.0,rock
pit er pat,7.0,rock
pity sex,7.0,rock
plastiscines,7.0,rock
pocket rockets,7.0,rock
pre,7.0,rock
pumice,7.0,rock
quadron,7.0,rock
quarterbacks,7.0,rock
radar brothers,7.0,rock
reefer,7.0,rock
rlyr,7.0,rock
robert plant,7.0,rock
roy harper,7.0,rock
royal thunder,7.0,rock
rtx,7.0,rock
saboten,7.0,rock
sambassadeur,7.0,rock
scott tuma,7.0,rock
shilpa ray,7.0,rock
sleep  over,7.0,rock
slowblow,7.0,rock
so pitted,7.0,rock
spur,7.0,rock
stephen steinbrink,7.0,rock
superdrag,7.0,rock
tall dwarfs,7.0,rock
telepathe,7.0,rock
tennis,7.0,rock
the (international) noise conspiracy,7.0,rock
the 101'ers,7.0,rock
the affair,7.0,rock
the bloodthirsty lovers,7.0,rock
the botticellis,7.0,rock
the church,7.0,rock
the doors,7.0,rock
the drift,7.0,rock
the girls,7.0,rock
the goon sax,7.0,rock
the gories,7.0,rock
the little ones,7.0,rock
the mars volta,7.0,rock
"the orb, david gilmour",7.0,rock
the orkustra,7.0,rock
the residents,7.0,rock
the roots of orchis,7.0,rock
the seconds,7.0,rock
the suzan,7.0,rock
the tyde,7.0,rock
the velvet teen,7.0,rock
the whigs,7.0,rock
tica douglas,7.0,rock
"trent reznor, atticus ross",7.0,rock
tu fawning,7.0,rock
tunng,7.0,rock
ulaan khol,7.0,rock
veruca salt,7.0,rock
visitor jim,7.0,rock
white rainbow,7.0,rock
willy mason,7.0,rock
wintersleep,7.0,rock
yonatan gat,7.0,rock
zelienople,7.0,rock
zomes,7.0,rock
